text|gram|dataset|0th common|0th common #|0th common %|1th common|1th common #|1th common %|2th common|2th common #|2th common %|3th common|3th common #|3th common %|4th common|4th common #|4th common %|5th common|5th common #|5th common %|6th common|6th common #|6th common %|7th common|7th common #|7th common %|8th common|8th common #|8th common %|9th common|9th common #|9th common %|hapax #|hapax %|max|mean|median|min|std|sum
ulysses.txt|1-gram|t_lower_nopunct_w_stop_stem|u'said',)|1208|0.00819872403964|u'bloom',)|1006|0.00682774535089|u'like',)|796|0.00540247047645|u'say',)|795|0.00539568345324|u'one',)|722|0.00490023075879|u'mr',)|719|0.00487986968915|u'stephen',)|580|0.00393647346274|u'hand',)|499|0.0033867245826|u'old',)|490|0.00332564137369|u'see',)|475|0.00322383602552|10640|0.0722139269716|1208|6.96050642479|1.0|1|27.2247554672|147340|
ulysses.txt|1-gram|t_lower_s_|u'tap.',)|41|0.00178680380023|u'no.',)|38|0.00165606205875|u'yes.',)|36|0.00156890089776|u'what?',)|33|0.00143815915628|u'says joe.',)|27|0.00117667567332|u'wait.',)|23|0.00100235335135|u'he said.',)|19|0.000828031029373|u'why?',)|18|0.00078445044888|u'yes, sir.',)|17|0.000740869868387|u'he asked.',)|15|0.0006537087074|21329|0.929530201342|41|1.05097787752|1.0|1|0.682309173197|22946|
ulysses.txt|1-gram|t_lower_s_lengths|5,)|2120|0.0923908306459|4,)|2000|0.0871611609867|6,)|1881|0.081975071908|2,)|1683|0.0733461169703|3,)|1642|0.0715593131701|7,)|1579|0.068813736599|8,)|1454|0.0633661640373|9,)|1177|0.0512943432407|10,)|1058|0.0461082541619|11,)|853|0.0371742351608|51|0.00222260960516|2120|128.189944134|5.0|1|374.189310241|22946|
ulysses.txt|1-gram|t_lower_w_stop|u'.',)|19145|0.0976277651426|u',',)|16333|0.0832882887477|u"'s",)|2686|0.0136969536262|u':',)|2564|0.0130748284056|u'?',)|2235|0.011397130065|u')',)|1788|0.00911770405197|u'(',)|1777|0.00906161079438|u'!',)|1576|0.00803663399659|u'said',)|1208|0.00616005956084|u'bloom',)|998|0.00508918827957|16033|0.0817584726316|19145|6.67399516727|1.0|1|151.385517349|196102|
ulysses.txt|1-gram|t_raw_w_pos|(u'.', '.'),)|19243|0.0610799692743|(u',', ','),)|16333|0.0518432228944|(u'the', 'DT'),)|13501|0.0428540594072|(u'of', 'IN'),)|8052|0.0255581724574|(u'and', 'CC'),)|6624|0.0210255010379|(u'a', 'DT'),)|5825|0.018489363458|(u'to', 'TO'),)|4799|0.0152326961777|(u'in', 'IN'),)|4665|0.0148073614647|(u'his', 'PRP$'),)|3064|0.00972556388591|(u'I', 'PRP'),)|2969|0.00942402061921|25814|0.0819372409109|19243|7.59165281091|1.0|1|164.586045955|315046|
ulysses.txt|1-gram|t_lower_nopunct_w_pos_only|'NN',)|58525|0.220979976816|'IN',)|32985|0.124545485439|'DT',)|26406|0.0997043531451|'JJ',)|23098|0.0872139342931|'NNS',)|15170|0.0572792182538|'PRP',)|14970|0.0565240538734|'VBD',)|13693|0.0517023293045|'RB',)|12417|0.0468843805575|'CC',)|9010|0.0340201553373|'VB',)|8484|0.0320340730168|0|0.0|58525|7566.94285714|1984.0|2|11886.5012633|264843|
ulysses.txt|1-gram|t_lower_w_|u'.',)|19145|0.0607878125913|u',',)|16333|0.0518593545601|u'the',)|14932|0.0474110011811|u'of',)|8138|0.0258391861514|u'and',)|7215|0.0229085436326|u'a',)|6462|0.0205176727587|u'to',)|4962|0.0157549817748|u'in',)|4925|0.0156375020638|u'he',)|4221|0.0134022124287|u'his',)|3333|0.0105826993662|16033|0.0509068163633|19145|10.6725855642|1.0|1|202.809190348|314948|
ulysses.txt|1-gram|t_lower_nopunct_w_pos|(u'the', 'DT'),)|14932|0.0563805726411|(u'of', 'IN'),)|8138|0.0307276386387|(u'and', 'CC'),)|7214|0.0272387792013|(u'a', 'DT'),)|6496|0.0245277390756|(u'to', 'TO'),)|4962|0.0187356282779|(u'in', 'IN'),)|4924|0.0185921470456|(u'he', 'PRP'),)|4031|0.0152203380871|(u'his', 'PRP$'),)|3333|0.0125848143995|(u'with', 'IN'),)|2514|0.00949241626171|(u'it', 'PRP'),)|2357|0.00889961222309|24956|0.0942294113871|14932|6.58584075198|1.0|1|115.044606266|264843|
ulysses.txt|1-gram|t_lower_w_stem|u'.',)|19145|0.0607878125913|u',',)|16333|0.0518593545601|u'the',)|14932|0.0474110011811|u'of',)|8138|0.0258391861514|u'and',)|7215|0.0229085436326|u'a',)|6462|0.0205176727587|u'to',)|4962|0.0157549817748|u'in',)|4925|0.0156375020638|u'he',)|4221|0.0134022124287|u'his',)|3333|0.0105826993662|10693|0.0339516364606|19145|14.7537358879|1.0|1|238.908582981|314948|
ulysses.txt|1-gram|t_raw_w_lengths|3,)|60025|0.190527732458|1,)|56050|0.177910527352|4,)|46954|0.1490385531|2,)|46447|0.147429264298|5,)|32568|0.103375380103|6,)|23459|0.0744621420364|7,)|19467|0.0617909765558|8,)|12099|0.0384039156187|9,)|7782|0.024701154752|10,)|4740|0.0150454219384|11|3.49155361439e-05|60025|8514.75675676|9.0|1|16968.4985948|315046|
ulysses.txt|1-gram|t_raw_w_stop_stem|u'.',)|19243|0.0913241359018|u',',)|16333|0.0775137510619|u'i',)|2969|0.0140903892061|u"'s",)|2686|0.0127473174158|u':',)|2564|0.0121683253366|u'?',)|2235|0.0106069450574|u')',)|1788|0.00848555604596|u'(',)|1777|0.0084333518421|u'!',)|1576|0.00747943866243|u'the',)|1431|0.0067912923388|10676|0.0506665527666|19243|9.88232811181|1.0|1|180.473641786|210711|
ulysses.txt|1-gram|t_lower_w_lengths|3,)|60028|0.190596542921|1,)|55876|0.177413414278|4,)|46942|0.149046826778|2,)|46518|0.147700572793|5,)|32581|0.103448823298|6,)|23460|0.0744884869883|7,)|19467|0.0618102035892|8,)|12099|0.0384158654762|9,)|7782|0.0247088408245|10,)|4740|0.0150501035092|11|3.49264005487e-05|60028|8512.10810811|9.0|1|16959.6733424|314948|
ulysses.txt|1-gram|t_raw_w_|u'.',)|19243|0.0610799692743|u',',)|16333|0.0518432228944|u'the',)|13501|0.0428540594072|u'of',)|8052|0.0255581724574|u'and',)|6624|0.0210255010379|u'a',)|5825|0.018489363458|u'to',)|4799|0.0152326961777|u'in',)|4665|0.0148073614647|u'his',)|3064|0.00972556388591|u'I',)|2969|0.00942402061921|19357|0.0614418211944|19243|9.28380727862|1.0|1|182.883197279|315046|
ulysses.txt|1-gram|t_raw_w_stem|u'.',)|19243|0.0610799692743|u',',)|16333|0.0518432228944|u'the',)|14932|0.0473962532456|u'of',)|8138|0.0258311484672|u'and',)|7215|0.0229014175708|u'a',)|6467|0.020527161113|u'to',)|4962|0.0157500809406|u'in',)|4925|0.0156326377735|u'he',)|4221|0.0133980434603|u'his',)|3333|0.0105794074516|10674|0.0338807666182|19243|14.7693966528|1.0|1|239.397621272|315046|
portrait.txt|1-gram|t_raw_w_stop|u'.',)|8748|0.075958599611|u',',)|8554|0.0742741039178|u'said',)|1226|0.0106453181439|u'He',)|1188|0.0103153653793|u'?',)|1112|0.00965545984996|u':',)|1080|0.00937760489025|u"'s",)|976|0.00847457627119|u'I',)|960|0.00833564879133|u'The',)|954|0.00828355098639|u'!',)|870|0.00755418171714|0|0.0|8748|11.4219974214|2.0|2|127.624299633|115168|
portrait.txt|1-gram|t_lower_nopunct_s_lengths|169575,)|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
portrait.txt|1-gram|t_lower_w_stop_stem|u'.',)|8710|0.0813942622185|u',',)|8554|0.079936454537|u'said',)|1230|0.0114942528736|u'?',)|1112|0.0103915521914|u':',)|1080|0.0100925147183|u"'s",)|982|0.00917671245678|u'!',)|870|0.00813008130081|u'stephen',)|862|0.00805532193253|u'would',)|566|0.00528922530605|u'like',)|458|0.00427997383422|0|0.0|8710|15.6860158311|4.0|2|153.717092445|107010|
portrait.txt|1-gram|t_raw_s_lengths|8,)|552|0.0514062208977|6,)|540|0.0502886943565|7,)|510|0.0474948780034|5,)|490|0.0456323337679|3,)|482|0.0448873160738|4,)|472|0.043956043956|9,)|442|0.0411622276029|10,)|434|0.0404172099087|11,)|398|0.037064630285|12,)|370|0.0344570683554|0|0.0|552|101.301886792|21.0|2|149.378850377|10738|
portrait.txt|1-gram|t_lower_w_pos_only|'NN',)|33918|0.176796213669|'IN',)|22158|0.115497685668|'DT',)|18734|0.0976502230933|'VBD',)|12520|0.065259997498|'JJ',)|12248|0.063842208415|'PRP',)|10972|0.0571911096285|'.',)|10692|0.0557316208665|',',)|8554|0.0445873816772|'RB',)|8322|0.0433780909887|'CC',)|8171|0.0425910095492|0|0.0|33918|4796.2|1249.0|2|7107.35775165|191848|
portrait.txt|1-gram|t_raw_s_|u'he said.',)|16|0.00149003538834|u'asked Stephen.',)|12|0.00111752654126|u'Tell no more of enchanted days.',)|12|0.00111752654126|u'Cranly asked.',)|12|0.00111752654126|u'he asked.',)|12|0.00111752654126|u'said Stephen.',)|12|0.00111752654126|u'Amen.',)|10|0.000931272117713|u'cried the prefect of studies.',)|10|0.000931272117713|u'he cried.',)|10|0.000931272117713|u'No.',)|8|0.00074501769417|0|0.0|16|2.06380934076|2.0|2|0.564640600778|10738|
portrait.txt|1-gram|t_lower_nopunct_s_|u'et ignotas animum dimittit in artes ovid metamorphoses viii 18\n\nchapter 1\n\nonce upon a time a|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
portrait.txt|1-gram|t_raw_w_pos_only|'NN',)|28320|0.147587630155|'IN',)|21944|0.11435956766|'DT',)|18588|0.0968700165723|'VBD',)|12562|0.0654659537434|'PRP',)|11800|0.0614948458981|'JJ',)|10992|0.0572840123824|'.',)|10730|0.0559186183463|',',)|8554|0.0445785518485|'NNP',)|8474|0.044161637639|'CC',)|8130|0.0423689065383|0|0.0|28320|4568.71428571|1231.0|2|6433.71369941|191886|
portrait.txt|1-gram|t_lower_w_pos|(u'the', 'DT'),)|11744|0.0612151286435|(u'.', '.'),)|8710|0.045400525416|(u',', ','),)|8554|0.0445873816772|(u'and', 'CC'),)|6652|0.0346732830157|(u'of', 'IN'),)|6272|0.0326925482674|(u'to', 'TO'),)|3848|0.0200575455569|(u'a', 'DT'),)|3840|0.020015845878|(u'he', 'PRP'),)|3708|0.0193278011759|(u'his', 'PRP$'),)|3486|0.0181706350861|(u'in', 'IN'),)|3052|0.0159084275051|3|1.56373795922e-05|11744|16.4380087396|2.0|1|201.778518557|191848|
portrait.txt|1-gram|t_lower_nopunct_w_stop|u'said',)|1228|0.0146338556873|u'stephen',)|742|0.00884228087946|u'would',)|550|0.00655425132575|u'like',)|438|0.00521956741941|u'one',)|434|0.00517190013704|u'god',)|390|0.00464756003098|u'eyes',)|346|0.00412321992492|u'soul',)|340|0.00405171900137|u'father',)|302|0.00359887981886|u'could',)|298|0.0035512125365|1|1.19168205923e-05|1228|9.23665382499|2.0|1|27.4094038679|83915|
portrait.txt|1-gram|t_lower_nopunct_w_stem|u'the',)|11808|0.0696329057939|u'and',)|6742|0.0397582190771|u'of',)|6292|0.0371045260209|u'a',)|3888|0.0229279080053|u'to',)|3856|0.0227392009435|u'he',)|3704|0.0218428424001|u'his',)|3486|0.0205572755418|u'in',)|3070|0.0181040837388|u'was',)|2132|0.0125726079906|u'it',)|2022|0.0119239274657|1|5.89709568038e-06|11808|25.4770132212|4.0|1|223.817536032|169575|
portrait.txt|1-gram|t_lower_nopunct_w_lengths|3,)|42946|0.253256671089|4,)|30566|0.180250626566|2,)|28631|0.168839746425|5,)|20229|0.119292348518|6,)|14606|0.0861329795076|7,)|12887|0.075995872033|8,)|6652|0.0392274804659|1,)|5174|0.0305115730503|9,)|4008|0.023635559487|10,)|2068|0.012195193867|0|0.0|42946|9420.83333333|3038.0|2|12653.5250743|169575|
portrait.txt|1-gram|t_lower_nopunct_w_|u'the',)|11808|0.0696329057939|u'and',)|6742|0.0397582190771|u'of',)|6292|0.0371045260209|u'a',)|3888|0.0229279080053|u'to',)|3856|0.0227392009435|u'he',)|3704|0.0218428424001|u'his',)|3486|0.0205572755418|u'in',)|3070|0.0181040837388|u'was',)|2132|0.0125726079906|u'that',)|1892|0.0111573050273|1|5.89709568038e-06|11808|18.4160512598|2.0|1|189.588818736|169575|
portrait.txt|1-gram|t_lower_nopunct_w_stop_stem|u'said',)|1228|0.0146338556873|u'stephen',)|862|0.0102722993505|u'would',)|550|0.00655425132575|u'like',)|458|0.00545790383126|u'god',)|450|0.00536256926652|u'one',)|448|0.00533873562534|u'soul',)|404|0.00481439551928|u'eye',)|386|0.00459989274861|u'father',)|374|0.00445689090151|u'hand',)|316|0.00376571530716|1|1.19168205923e-05|1228|12.813406627|4.0|1|35.9846126472|83915|
portrait.txt|1-gram|t_lower_s_|u'he said.',)|16|0.00149756645451|u'ha!',)|14|0.0013103706477|u'amen.',)|14|0.0013103706477|u'said stephen.',)|12|0.00112317484088|u'asked stephen.',)|12|0.00112317484088|u'he asked.',)|12|0.00112317484088|u'tell no more of enchanted days.',)|12|0.00112317484088|u'cranly asked.',)|12|0.00112317484088|u'cried the prefect of studies.',)|10|0.00093597903407|u'he cried.',)|10|0.00093597903407|0|0.0|16|2.0645410628|2.0|2|0.59343319222|10684|
portrait.txt|1-gram|t_lower_s_lengths|8,)|550|0.0514788468738|6,)|532|0.0497940846125|7,)|506|0.0473605391239|5,)|490|0.0458629726694|4,)|470|0.0439910146013|3,)|444|0.0415574691127|9,)|442|0.0413702733059|10,)|434|0.0406214900786|11,)|398|0.037251965556|12,)|366|0.0342568326469|0|0.0|550|100.79245283|21.0|2|148.000173188|10684|
portrait.txt|1-gram|t_lower_w_stop|u'.',)|8710|0.0813942622185|u',',)|8554|0.079936454537|u'said',)|1230|0.0114942528736|u'?',)|1112|0.0103915521914|u':',)|1080|0.0100925147183|u"'s",)|982|0.00917671245678|u'!',)|870|0.00813008130081|u'stephen',)|862|0.00805532193253|u'would',)|566|0.00528922530605|u'like',)|438|0.00409307541351|0|0.0|8710|11.5275234299|2.0|2|131.297608169|107010|
portrait.txt|1-gram|t_raw_w_pos|(u'the', 'DT'),)|10718|0.0558560812149|(u'.', '.'),)|8748|0.0455895688065|(u',', ','),)|8554|0.0445785518485|(u'and', 'CC'),)|6294|0.0328007254307|(u'of', 'IN'),)|6194|0.0322795826689|(u'to', 'TO'),)|3788|0.0197408878188|(u'a', 'DT'),)|3446|0.0179585795733|(u'his', 'PRP$'),)|3178|0.0165619169715|(u'in', 'IN'),)|2892|0.0150714486726|(u'he', 'PRP'),)|2504|0.0130494147567|0|0.0|10718|15.541103102|2.0|2|187.237447696|191886|
portrait.txt|1-gram|t_lower_nopunct_w_pos_only|'NN',)|31563|0.18613003096|'IN',)|22460|0.132448768981|'DT',)|18770|0.110688485921|'VBD',)|12578|0.0741736694678|'JJ',)|12316|0.0726286303995|'PRP',)|10980|0.0647501105705|'NNS',)|8492|0.0500781365178|'RB',)|8304|0.0489694825299|'CC',)|8186|0.0482736252396|'VB',)|5962|0.0351584844464|0|0.0|31563|5299.21875|1906.0|20|7344.12121502|169575|
portrait.txt|1-gram|t_lower_w_|u'the',)|11744|0.0612151286435|u'.',)|8710|0.045400525416|u',',)|8554|0.0445873816772|u'and',)|6652|0.0346732830157|u'of',)|6272|0.0326925482674|u'to',)|3848|0.0200575455569|u'a',)|3840|0.020015845878|u'he',)|3708|0.0193278011759|u'his',)|3486|0.0181706350861|u'in',)|3052|0.0159084275051|0|0.0|11744|20.3985114301|2.0|2|225.864361676|191848|
portrait.txt|1-gram|t_lower_nopunct_w_pos|(u'the', 'DT'),)|11808|0.0696329057939|(u'and', 'CC'),)|6742|0.0397582190771|(u'of', 'IN'),)|6292|0.0371045260209|(u'a', 'DT'),)|3888|0.0229279080053|(u'to', 'TO'),)|3856|0.0227392009435|(u'he', 'PRP'),)|3704|0.0218428424001|(u'his', 'PRP$'),)|3486|0.0205572755418|(u'in', 'IN'),)|3070|0.0181040837388|(u'was', 'VBD'),)|2132|0.0125726079906|(u'had', 'VBD'),)|1788|0.0105440070765|1|5.89709568038e-06|11808|14.3089190786|2.0|1|165.943315741|169575|
portrait.txt|1-gram|t_lower_w_stem|u'the',)|11744|0.0612151286435|u'.',)|8710|0.045400525416|u',',)|8554|0.0445873816772|u'and',)|6652|0.0346732830157|u'of',)|6272|0.0326925482674|u'to',)|3848|0.0200575455569|u'a',)|3840|0.020015845878|u'he',)|3708|0.0193278011759|u'his',)|3486|0.0181706350861|u'in',)|3052|0.0159084275051|0|0.0|11744|27.6757068667|4.0|2|263.477216022|191848|
portrait.txt|1-gram|t_raw_w_lengths|3,)|43214|0.225206633105|4,)|30616|0.159553067967|2,)|29840|0.155509000135|1,)|25732|0.134100455479|5,)|20478|0.106719614771|6,)|14722|0.0767226373993|7,)|12792|0.0666645820956|8,)|6522|0.0339889309277|9,)|3978|0.0207310590663|10,)|2058|0.0107251180388|0|0.0|43214|10099.2631579|2058.0|2|13144.9888665|191886|
portrait.txt|1-gram|t_raw_w_stop_stem|u'.',)|8748|0.075958599611|u',',)|8554|0.0742741039178|u'said',)|1230|0.0106800500139|u'he',)|1204|0.0104542928591|u'?',)|1112|0.00965545984996|u':',)|1080|0.00937760489025|u'the',)|1026|0.00890872464573|u"'s",)|982|0.00852667407613|u'i',)|960|0.00833564879133|u'!',)|870|0.00755418171714|0|0.0|8748|16.6499927714|4.0|2|154.897576364|115168|
portrait.txt|1-gram|t_lower_w_lengths|3,)|43242|0.225397189442|4,)|30616|0.159584671198|2,)|29822|0.155445978066|1,)|25684|0.133876819148|5,)|20478|0.106740753096|6,)|14722|0.0767378341187|7,)|12792|0.066677786581|8,)|6522|0.0339956632334|9,)|3978|0.0207351653392|10,)|2058|0.0107272424002|0|0.0|43242|10097.2631579|2058.0|2|13144.280857|191848|
portrait.txt|1-gram|t_raw_w_|u'the',)|10718|0.0558560812149|u'.',)|8748|0.0455895688065|u',',)|8554|0.0445785518485|u'and',)|6294|0.0328007254307|u'of',)|6194|0.0322795826689|u'to',)|3788|0.0197408878188|u'a',)|3446|0.0179585795733|u'his',)|3178|0.0165619169715|u'in',)|2892|0.0150714486726|u'he',)|2504|0.0130494147567|0|0.0|10718|18.8049784398|2.0|2|206.718163329|191886|
portrait.txt|1-gram|t_raw_w_stem|u'the',)|11744|0.0612030059515|u'.',)|8748|0.0455895688065|u',',)|8554|0.0445785518485|u'and',)|6652|0.0346664165181|u'of',)|6272|0.0326860740231|u'to',)|3848|0.0200535734759|u'a',)|3840|0.020011882055|u'he',)|3708|0.0193239736093|u'his',)|3486|0.018167036678|u'in',)|3052|0.0159052770916|0|0.0|11744|27.7011693374|4.0|2|263.752300072|191886|
ulysses no ithaca.txt|1-gram|t_raw_w_stop|u'.',)|18691|0.0971657603893|u',',)|14261|0.0741362639191|u'I',)|2958|0.0153772574625|u"'s",)|2508|0.0130379180919|u':',)|2245|0.0116707041931|u'?',)|1932|0.0100435636976|u'!',)|1574|0.00818248926503|u')',)|1439|0.00748068745386|u'(',)|1437|0.00747029038999|u'He',)|1222|0.00635260602406|17826|0.0926690302659|18691|6.25648864893|1.0|1|139.381487629|192362|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_s_lengths|242404,)|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
ulysses no ithaca.txt|1-gram|t_lower_w_stop_stem|u'.',)|18603|0.104258204806|u',',)|14261|0.0799240046628|u"'s",)|2520|0.0141230272597|u':',)|2245|0.0125818238881|u'?',)|1932|0.0108276542324|u'!',)|1574|0.00882128766141|u')',)|1439|0.00806469691535|u'(',)|1437|0.00805348816356|u'said',)|1207|0.00676448170732|u'bloom',)|883|0.00494866391679|9912|0.0555505738881|18603|9.2103442936|1.0|1|173.821729342|178432|
ulysses no ithaca.txt|1-gram|t_raw_s_lengths|5,)|2121|0.0952659001078|4,)|1984|0.0891124685591|6,)|1891|0.0849353215954|2,)|1660|0.0745598275243|3,)|1639|0.0736166007905|7,)|1567|0.0703826805605|8,)|1432|0.0643190801294|9,)|1167|0.0524164570607|10,)|1031|0.0463079410708|11,)|822|0.0369205892921|34|0.00152712899748|2121|145.516339869|6.0|1|397.599169273|22264|
ulysses no ithaca.txt|1-gram|t_lower_w_pos_only|'NN',)|58260|0.202037716481|'IN',)|28854|0.100061727967|'DT',)|24350|0.0844424716155|'.',)|22109|0.0766709899363|'JJ',)|19059|0.0660940068386|'PRP',)|15257|0.0529091905313|',',)|14261|0.0494551986739|'VBD',)|12362|0.0428697262469|'RB',)|12286|0.0426061686353|'NNS',)|12269|0.042547214959|1|3.4678633107e-06|58260|6865.76190476|1840.5|1|10848.1853405|288362|
ulysses no ithaca.txt|1-gram|t_raw_s_|u'Tap.',)|43|0.00193136902623|u'No.',)|37|0.00166187567373|u'Yes.',)|37|0.00166187567373|u'What?',)|32|0.00143729787999|u'says Joe.',)|27|0.00121272008624|u'Wait.',)|23|0.00103305785124|u'Why?',)|18|0.000808480057492|u'he said.',)|18|0.000808480057492|u'Yes, sir.',)|17|0.000763564498742|u'he asked.',)|14|0.000628817822494|20675|0.928629177147|43|1.05177626606|1.0|1|0.6927048465|22264|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_s_|u'stately plump buck mulligan came from the stairhead bearing a bowl of lather on which a mirror an|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
ulysses no ithaca.txt|1-gram|t_raw_w_pos_only|'NN',)|41881|0.145193274398|'IN',)|28666|0.0993794418443|'DT',)|24175|0.0838100190674|'NNP',)|22510|0.0780377881782|'.',)|22197|0.0769526781071|'PRP',)|18147|0.0629121164847|'JJ',)|15126|0.0524388975559|',',)|14261|0.0494401109378|'VBD',)|12593|0.0436574796325|'RB',)|11541|0.040010400416|0|0.0|41881|7035.36585366|2251.0|3|9405.63753303|288450|
