text|gram|dataset|0th common|0th common #|0th common %|1th common|1th common #|1th common %|2th common|2th common #|2th common %|3th common|3th common #|3th common %|4th common|4th common #|4th common %|5th common|5th common #|5th common %|6th common|6th common #|6th common %|7th common|7th common #|7th common %|8th common|8th common #|8th common %|9th common|9th common #|9th common %|hapax #|hapax %|max|mean|median|min|std|sum
ulysses no ithaca.txt|1-gram|t_lower_w_pos|(u'.', '.'),)|18603|0.0645126611689|(u',', ','),)|14261|0.0494551986739|(u'the', 'DT'),)|13466|0.0466982473419|(u'of', 'IN'),)|6665|0.0231133089658|(u'and', 'CC'),)|6466|0.022423204167|(u'a', 'DT'),)|5974|0.0207170154181|(u'to', 'TO'),)|4592|0.0159244283227|(u'in', 'IN'),)|4395|0.0152412592505|(u'he', 'PRP'),)|4054|0.0140587178616|(u'his', 'PRP$'),)|3159|0.0109549801985|20803|0.0721419604525|18603|8.4519022217|1.0|1|171.817409099|288362|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_stop|u'said',)|1207|0.00901890458044|u'bloom',)|831|0.00620937009639|u'like',)|728|0.00543973697975|u'mr',)|712|0.00532018232085|u'one',)|666|0.00497646267653|u'old',)|480|0.00358663976687|u'says',)|473|0.0035343346036|u'stephen',)|460|0.00343719644325|u'see',)|424|0.00316819846073|u'man',)|399|0.00298139430621|14820|0.110737502802|1207|4.98528590054|1.0|1|20.4673676358|133830|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_stem|u'the',)|13466|0.0555518885827|u'of',)|6665|0.0274954208676|u'and',)|6465|0.0266703519744|u'a',)|6003|0.024764442831|u'to',)|4592|0.0189435817891|u'in',)|4395|0.0181308889292|u'he',)|3866|0.0159485817066|u'his',)|3159|0.0130319631689|u'that',)|2744|0.0113199452154|u'it',)|2688|0.0110889259253|9860|0.0406758964374|13466|12.4899010717|1.0|1|153.110005032|242404|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_lengths|3,)|54667|0.225520205937|4,)|44464|0.183429316348|2,)|38442|0.158586491972|5,)|30383|0.125340340918|6,)|21623|0.089202323394|7,)|17925|0.0739467995578|8,)|10506|0.0433408689626|1,)|9918|0.0409151664164|9,)|6554|0.0270375076319|10,)|3849|0.0158784508506|9|3.71281001964e-05|54667|6733.44444444|12.0|1|13738.8813823|242404|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_|u'the',)|13466|0.0555518885827|u'of',)|6665|0.0274954208676|u'and',)|6465|0.0266703519744|u'a',)|6003|0.024764442831|u'to',)|4592|0.0189435817891|u'in',)|4394|0.0181267635848|u'he',)|3866|0.0159485817066|u'his',)|3159|0.0130319631689|u'i',)|2686|0.0110806752364|u'that',)|2553|0.0105320044224|14820|0.06113760499|13466|8.98724603292|1.0|1|128.987239885|242404|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_stop_stem|u'said',)|1207|0.00901890458044|u'bloom',)|883|0.0065979227378|u'say',)|795|0.00594037211388|u'like',)|791|0.00591048344915|u'mr',)|712|0.00532018232085|u'one',)|685|0.00511843383397|u'stephen',)|515|0.0038481655832|u'hand',)|483|0.00360905626541|u'old',)|481|0.00359411193305|u'see',)|467|0.00348950160652|9872|0.0737652245386|1207|6.92737719344|1.0|1|27.2908135473|133830|
ulysses no ithaca.txt|1-gram|t_lower_s_|u'tap.',)|41|0.00185520361991|u'no.',)|37|0.0016742081448|u'yes.',)|35|0.00158371040724|u'what?',)|32|0.0014479638009|u'says joe.',)|27|0.00122171945701|u'wait.',)|23|0.0010407239819|u'he said.',)|19|0.000859728506787|u'why?',)|18|0.000814479638009|u'yes, sir.',)|17|0.000769230769231|u'he asked.',)|15|0.000678733031674|20524|0.928687782805|41|1.0517298815|1.0|1|0.68614344301|22100|
ulysses no ithaca.txt|1-gram|t_lower_s_lengths|5,)|2099|0.0949773755656|4,)|1967|0.0890045248869|6,)|1854|0.0838914027149|2,)|1635|0.0739819004525|3,)|1615|0.0730769230769|7,)|1539|0.0696380090498|8,)|1419|0.0642081447964|9,)|1150|0.052036199095|10,)|1032|0.0466968325792|11,)|823|0.0372398190045|35|0.00158371040724|2099|144.444444444|7.0|1|392.895716825|22100|
ulysses no ithaca.txt|1-gram|t_lower_w_stop|u'.',)|18603|0.104258204806|u',',)|14261|0.0799240046628|u"'s",)|2520|0.0141230272597|u':',)|2245|0.0125818238881|u'?',)|1932|0.0108276542324|u'!',)|1574|0.00882128766141|u')',)|1439|0.00806469691535|u'(',)|1437|0.00805348816356|u'said',)|1207|0.00676448170732|u'bloom',)|875|0.00490382890961|14653|0.0821209200143|18603|6.71604938272|1.0|1|148.086795857|178432|
ulysses no ithaca.txt|1-gram|t_raw_w_pos|(u'.', '.'),)|18691|0.064798058589|(u',', ','),)|14261|0.0494401109378|(u'the', 'DT'),)|12118|0.0420107470966|(u'of', 'IN'),)|6591|0.0228497139886|(u'and', 'CC'),)|5884|0.020398682614|(u'a', 'DT'),)|5372|0.0186236782805|(u'to', 'TO'),)|4446|0.0154134165367|(u'in', 'IN'),)|4172|0.0144635118738|(u'I', 'PRP'),)|2958|0.0102548101924|(u'his', 'PRP$'),)|2897|0.0100433350667|23835|0.0826313052522|18691|7.61383133166|1.0|1|158.102556528|288450|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_pos_only|'NN',)|52735|0.217550040428|'IN',)|29411|0.121330506097|'DT',)|24136|0.0995693140377|'JJ',)|20356|0.0839755119552|'PRP',)|14610|0.0602712826521|'NNS',)|13703|0.0565295952212|'VBD',)|12862|0.0530601805251|'RB',)|11820|0.0487615715912|'CC',)|8092|0.033382287421|'VB',)|8088|0.0333657860431|0|0.0|52735|7129.52941176|1869.0|2|10816.6232804|242404|
ulysses no ithaca.txt|1-gram|t_lower_w_|u'.',)|18603|0.0645126611689|u',',)|14261|0.0494551986739|u'the',)|13466|0.0466982473419|u'of',)|6665|0.0231133089658|u'and',)|6466|0.022423204167|u'a',)|5974|0.0207170154181|u'to',)|4592|0.0159244283227|u'in',)|4395|0.0152412592505|u'he',)|4054|0.0140587178616|u'his',)|3159|0.0109549801985|14653|0.0508146010917|18603|10.8020977711|1.0|1|195.987548053|288362|
ulysses no ithaca.txt|1-gram|t_lower_nopunct_w_pos|(u'the', 'DT'),)|13466|0.0555518885827|(u'of', 'IN'),)|6665|0.0274954208676|(u'and', 'CC'),)|6465|0.0266703519744|(u'a', 'DT'),)|6003|0.024764442831|(u'to', 'TO'),)|4592|0.0189435817891|(u'in', 'IN'),)|4394|0.0181267635848|(u'he', 'PRP'),)|3866|0.0159485817066|(u'his', 'PRP$'),)|3159|0.0130319631689|(u'it', 'PRP'),)|2318|0.0095625484728|(u'with', 'IN'),)|2282|0.00941403607201|22914|0.0945281430999|13466|6.62505124491|1.0|1|108.940083351|242404|
ulysses no ithaca.txt|1-gram|t_lower_w_stem|u'.',)|18603|0.0645126611689|u',',)|14261|0.0494551986739|u'the',)|13466|0.0466982473419|u'of',)|6665|0.0231133089658|u'and',)|6466|0.022423204167|u'a',)|5974|0.0207170154181|u'to',)|4592|0.0159244283227|u'in',)|4395|0.0152412592505|u'he',)|4054|0.0140587178616|u'his',)|3159|0.0109549801985|9904|0.0343457182292|18603|14.8113411064|1.0|1|229.930907677|288362|
ulysses no ithaca.txt|1-gram|t_raw_w_lengths|3,)|56113|0.194532847981|1,)|51440|0.178332466632|4,)|44387|0.153881088577|2,)|42373|0.146898942624|5,)|30233|0.10481192581|6,)|21471|0.0744357774311|7,)|17603|0.0610261743803|8,)|10462|0.0362697174554|9,)|6490|0.0224995666493|10,)|3827|0.0132674640319|11|3.81348587277e-05|56113|7795.94594595|9.0|1|15741.433193|288450|
ulysses no ithaca.txt|1-gram|t_raw_w_stop_stem|u'.',)|18691|0.0971657603893|u',',)|14261|0.0741362639191|u'i',)|2958|0.0153772574625|u"'s",)|2520|0.0131003004751|u':',)|2245|0.0116707041931|u'?',)|1932|0.0100435636976|u'!',)|1574|0.00818248926503|u')',)|1439|0.00748068745386|u'(',)|1437|0.00747029038999|u'the',)|1348|0.00700762104782|9898|0.0514550690885|18691|9.88855189431|1.0|1|175.972219956|192362|
ulysses no ithaca.txt|1-gram|t_lower_w_lengths|3,)|56117|0.194606085407|1,)|51277|0.177821626983|4,)|44379|0.153900305866|2,)|42444|0.147189990359|5,)|30240|0.104868186516|6,)|21472|0.0744619610073|7,)|17603|0.0610447978582|8,)|10462|0.0362807859565|9,)|6490|0.0225064328864|10,)|3827|0.01327151289|11|3.81464964177e-05|56117|7793.56756757|9.0|1|15733.5814561|288362|
ulysses no ithaca.txt|1-gram|t_raw_w_|u'.',)|18691|0.064798058589|u',',)|14261|0.0494401109378|u'the',)|12118|0.0420107470966|u'of',)|6591|0.0228497139886|u'and',)|5884|0.020398682614|u'a',)|5372|0.0186236782805|u'to',)|4446|0.0154134165367|u'in',)|4172|0.0144635118738|u'I',)|2958|0.0102548101924|u'his',)|2897|0.0100433350667|17826|0.0617992719709|18691|9.34341798393|1.0|1|176.08637118|288450|
ulysses no ithaca.txt|1-gram|t_raw_w_stem|u'.',)|18691|0.064798058589|u',',)|14261|0.0494401109378|u'the',)|13466|0.0466840006934|u'of',)|6665|0.0231062575836|u'and',)|6466|0.0224163633212|u'a',)|5979|0.0207280291212|u'to',)|4592|0.0159195701161|u'in',)|4395|0.0152366094644|u'he',)|4054|0.0140544288438|u'his',)|3159|0.0109516380655|9896|0.0343075056336|18691|14.8204285054|1.0|1|230.367344618|288450|
dubliners.txt|1-gram|t_raw_w_stop|u'.',)|4040|0.0805583250249|u',',)|3484|0.0694715852443|u"''",)|1538|0.030667996012|u'``',)|1107|0.022073778664|u'I',)|780|0.0155533399801|u'said',)|755|0.0150548354935|u'He',)|596|0.0118843469591|u"'s",)|596|0.0118843469591|u'Mr',)|574|0.011445663011|u'The',)|437|0.00871385842473|4197|0.0836889332004|4040|6.40321756895|1.0|1|67.6151447054|50150|
dubliners.txt|1-gram|t_lower_nopunct_s_lengths|67478,)|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
dubliners.txt|1-gram|t_lower_w_stop_stem|u'.',)|4040|0.0875216637782|u',',)|3484|0.0754766031196|u"''",)|1538|0.0333188908146|u'``',)|1107|0.0239818024263|u'said',)|755|0.016356152513|u"'s",)|596|0.0129116117851|u'mr',)|576|0.0124783362218|u'?',)|396|0.00857885615251|u':',)|358|0.00775563258232|u'!',)|298|0.00645580589255|2523|0.054657712305|4040|8.48685420114|2.0|1|79.9128372496|46160|
dubliners.txt|1-gram|t_raw_s_lengths|10,)|239|0.0510792904467|11,)|218|0.0465911519555|8,)|218|0.0465911519555|12,)|212|0.0453088266724|6,)|205|0.0438127805087|7,)|199|0.0425304552255|9,)|198|0.0423167343449|13,)|194|0.0414618508228|14,)|190|0.0406069673007|4,)|178|0.0380423167343|9|0.00192348792477|239|63.2297297297|21.5|1|74.2491327272|4679|
dubliners.txt|1-gram|t_lower_w_pos_only|'NN',)|13052|0.162781706389|'IN',)|7822|0.0975542834337|'DT',)|6911|0.0861924894925|'VBD',)|6466|0.0806425462391|'PRP',)|5233|0.0652648383033|'JJ',)|4921|0.0613736421347|'.',)|4734|0.05904141879|'RB',)|3816|0.0475923223706|',',)|3484|0.0434516905501|'NNS',)|2776|0.0346216684751|0|0.0|13052|2004.525|726.5|15|2750.86528194|80181|
dubliners.txt|1-gram|t_raw_s_|u'he said.',)|9|0.00192348792477|u'he asked.',)|8|0.00170976704424|u'asked Gabriel.',)|5|0.00106860440265|u'"Yes.',)|5|0.00106860440265|u'said the old man.',)|5|0.00106860440265|u'asked Miss Ivors.',)|4|0.00085488352212|u'said Mr Henchy.',)|4|0.00085488352212|u'No!',)|4|0.00085488352212|u"asked Mr M'Coy.",)|4|0.00085488352212|u"asked Mr O'Connor.",)|4|0.00085488352212|4541|0.970506518487|9|1.01983435048|1.0|1|0.246684675533|4679|
dubliners.txt|1-gram|t_lower_nopunct_s_|u'dubliners\n\n\n\n\n\nthe sisters\n\nthere was no hope for him this time it was the third stroke n|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
dubliners.txt|1-gram|t_raw_w_pos_only|'NN',)|9666|0.120552250533|'IN',)|7799|0.0972674324341|'DT',)|6866|0.0856312592759|'VBD',)|6512|0.0812162482384|'PRP',)|6003|0.0748681108991|'.',)|4734|0.05904141879|'NNP',)|4678|0.0583429989648|'JJ',)|3911|0.0487771417169|'RB',)|3664|0.0456966114167|',',)|3484|0.0434516905501|0|0.0|9666|1955.63414634|757.0|9|2449.91963787|80181|
dubliners.txt|1-gram|t_lower_w_pos|(u'the', 'DT'),)|4068|0.0507352115838|(u'.', '.'),)|4040|0.0503860016712|(u',', ','),)|3484|0.0434516905501|(u'and', 'CC'),)|2222|0.0277123009192|(u'of', 'IN'),)|1862|0.0232224591861|(u'to', 'TO'),)|1750|0.0218256195358|(u'he', 'PRP'),)|1705|0.0212643893192|(u'a', 'DT'),)|1573|0.019618114017|(u"''", "''"),)|1538|0.0191816016263|(u'was', 'VBD'),)|1170|0.0145919856325|5248|0.0654519150422|4068|8.83926799691|1.0|1|91.6934420612|80181|
dubliners.txt|1-gram|t_lower_nopunct_w_stop|u'said',)|755|0.0222444830736|u'mr',)|576|0.0169706254972|u'would',)|224|0.00659968769335|u'man',)|221|0.00651129901889|u'little',)|210|0.00618720721252|u'one',)|208|0.00612828142954|u'old',)|144|0.0042426563743|u'gabriel',)|142|0.00418373059132|u'could',)|132|0.00388910167644|u'like',)|131|0.00385963878495|3922|0.115553460417|755|4.57981379031|1.0|1|15.643613631|33941|
dubliners.txt|1-gram|t_lower_nopunct_w_stem|u'the',)|4070|0.0603159548297|u'and',)|2225|0.0329737099499|u'of',)|1862|0.0275941788435|u'to',)|1750|0.0259343786123|u'he',)|1644|0.0243634962506|u'a',)|1574|0.0233261211061|u'was',)|1161|0.0172056077536|u'his',)|1160|0.0171907881087|u'in',)|1051|0.0155754468123|u'had',)|810|0.0120039123863|2497|0.0370046533685|4070|12.1999638402|2.0|1|89.9259994695|67478|
dubliners.txt|1-gram|t_lower_nopunct_w_lengths|3,)|17495|0.259269687898|4,)|12300|0.182281632532|2,)|11404|0.169003230683|5,)|7698|0.114081626604|6,)|5701|0.0844867956964|7,)|4610|0.0683185630872|8,)|2600|0.0385310767954|1,)|2359|0.0349595423694|9,)|1597|0.0236669729393|10,)|920|0.0136340733276|1|1.48196449213e-05|17495|3748.77777778|1258.5|1|5073.97845828|67478|
dubliners.txt|1-gram|t_lower_nopunct_w_|u'the',)|4070|0.0603159548297|u'and',)|2225|0.0329737099499|u'of',)|1862|0.0275941788435|u'to',)|1750|0.0259343786123|u'he',)|1644|0.0243634962506|u'a',)|1574|0.0233261211061|u'was',)|1161|0.0172056077536|u'his',)|1160|0.0171907881087|u'in',)|1051|0.0155754468123|u'had',)|810|0.0120039123863|3923|0.0581374670263|4070|8.95408704883|1.0|1|76.7968116561|67478|
dubliners.txt|1-gram|t_lower_nopunct_w_stop_stem|u'said',)|755|0.0222444830736|u'mr',)|576|0.0169706254972|u'man',)|234|0.00689431660823|u'would',)|224|0.00659968769335|u'one',)|220|0.0064818361274|u'littl',)|210|0.00618720721252|u'gabriel',)|158|0.00465513685513|u'ask',)|156|0.00459621107215|u'old',)|144|0.0042426563743|u'like',)|144|0.0042426563743|2498|0.0735983029375|755|6.25755899705|2.0|1|19.2743026977|33941|
dubliners.txt|1-gram|t_lower_s_|u'he said.',)|9|0.00193840189533|u'he asked.',)|8|0.00172302390696|u'asked gabriel.',)|5|0.00107688994185|u'said the old man.',)|5|0.00107688994185|u'"yes.',)|5|0.00107688994185|u"asked mr m'coy.",)|4|0.000861511953478|u"asked mr o'connor.",)|4|0.000861511953478|u'asked miss ivors.',)|4|0.000861511953478|u'said mr henchy.',)|4|0.000861511953478|u'no!',)|4|0.000861511953478|4502|0.96963170364|9|1.02043956044|1.0|1|0.249438543546|4643|
dubliners.txt|1-gram|t_lower_s_lengths|10,)|236|0.0508292052552|11,)|213|0.0458755115227|8,)|212|0.0456601335344|12,)|209|0.0450139995692|6,)|200|0.0430755976739|9,)|197|0.0424294637088|13,)|194|0.0417833297437|7,)|193|0.0415679517553|14,)|189|0.0407064398019|16,)|174|0.0374757699763|11|0.00236915787207|236|61.0921052632|19.5|1|72.8184797308|4643|
dubliners.txt|1-gram|t_lower_w_stop|u'.',)|4040|0.0875216637782|u',',)|3484|0.0754766031196|u"''",)|1538|0.0333188908146|u'``',)|1107|0.0239818024263|u'said',)|755|0.016356152513|u"'s",)|596|0.0129116117851|u'mr',)|576|0.0124783362218|u'?',)|396|0.00857885615251|u':',)|358|0.00775563258232|u'!',)|298|0.00645580589255|3893|0.0843370883882|4040|6.29225736096|1.0|1|68.6751351083|46160|
dubliners.txt|1-gram|t_raw_w_pos|(u'.', '.'),)|4040|0.0503860016712|(u'the', 'DT'),)|3621|0.0451603247652|(u',', ','),)|3484|0.0434516905501|(u'and', 'CC'),)|2133|0.0266023122685|(u'of', 'IN'),)|1829|0.0228108903606|(u'to', 'TO'),)|1728|0.0215512403188|(u"''", "''"),)|1538|0.0191816016263|(u'a', 'DT'),)|1484|0.0185081253664|(u'was', 'VBD'),)|1162|0.0144922113718|(u'he', 'PRP'),)|1109|0.0138312068944|5437|0.0678090819521|4040|8.56268688595|1.0|1|86.6390469457|80181|
dubliners.txt|1-gram|t_lower_nopunct_w_pos_only|'NN',)|12439|0.184341563176|'IN',)|7943|0.11771243961|'DT',)|6826|0.101158896233|'VBD',)|6486|0.0961202169596|'JJ',)|5024|0.0744538960846|'PRP',)|4955|0.0734313405851|'RB',)|3623|0.0536915735499|'NNS',)|3185|0.0472005690744|'CC',)|2760|0.0409022199828|'VB',)|2408|0.0356857049705|1|1.48196449213e-05|12439|2044.78787879|574.0|1|2864.22204529|67478|
dubliners.txt|1-gram|t_lower_w_|u'the',)|4068|0.0507352115838|u'.',)|4040|0.0503860016712|u',',)|3484|0.0434516905501|u'and',)|2222|0.0277123009192|u'of',)|1862|0.0232224591861|u'to',)|1750|0.0218256195358|u'he',)|1705|0.0212643893192|u'a',)|1573|0.019618114017|u"''",)|1538|0.0191816016263|u'was',)|1170|0.0145919856325|3894|0.0485651214128|4068|10.7495642848|1.0|1|102.078549774|80181|
dubliners.txt|1-gram|t_lower_nopunct_w_pos|(u'the', 'DT'),)|4070|0.0603159548297|(u'and', 'CC'),)|2225|0.0329737099499|(u'of', 'IN'),)|1862|0.0275941788435|(u'to', 'TO'),)|1750|0.0259343786123|(u'he', 'PRP'),)|1644|0.0243634962506|(u'a', 'DT'),)|1574|0.0233261211061|(u'was', 'VBD'),)|1161|0.0172056077536|(u'his', 'PRP$'),)|1160|0.0171907881087|(u'in', 'IN'),)|1051|0.0155754468123|(u'had', 'VBD'),)|801|0.011870535582|5669|0.0840125670589|4070|7.01799271971|1.0|1|67.1408202502|67478|
dubliners.txt|1-gram|t_lower_w_stem|u'the',)|4069|0.0507476833664|u'.',)|4040|0.0503860016712|u',',)|3484|0.0434516905501|u'and',)|2224|0.0277372444844|u'of',)|1862|0.0232224591861|u'to',)|1750|0.0218256195358|u'he',)|1709|0.0213142764495|u'a',)|1573|0.019618114017|u"''",)|1538|0.0191816016263|u'was',)|1170|0.0145919856325|2516|0.0313790050012|4069|14.4731046931|2.0|1|118.497085977|80181|
dubliners.txt|1-gram|t_raw_w_lengths|3,)|17971|0.224130404959|2,)|14934|0.186253601227|4,)|12246|0.15272944962|1,)|11299|0.140918671506|5,)|7647|0.0953717214802|6,)|5676|0.0707898379915|7,)|4467|0.055711452838|8,)|2608|0.0325264089996|9,)|1539|0.0191940734089|10,)|919|0.0114615682019|2|2.49435651838e-05|17971|4009.05|661.0|1|5581.52467947|80181|
dubliners.txt|1-gram|t_raw_w_stop_stem|u'.',)|4040|0.0805583250249|u',',)|3484|0.0694715852443|u"''",)|1538|0.030667996012|u'``',)|1107|0.022073778664|u'i',)|780|0.0155533399801|u'said',)|755|0.0150548354935|u'he',)|600|0.011964107677|u"'s",)|596|0.0118843469591|u'mr',)|576|0.0114855433699|u'the',)|448|0.0089332003988|2523|0.0503090727817|4040|9.10163339383|2.0|1|80.8420780057|50150|
dubliners.txt|1-gram|t_lower_w_lengths|3,)|17971|0.224130404959|2,)|14934|0.186253601227|4,)|12246|0.15272944962|1,)|11299|0.140918671506|5,)|7647|0.0953717214802|6,)|5676|0.0707898379915|7,)|4467|0.055711452838|8,)|2608|0.0325264089996|9,)|1539|0.0191940734089|10,)|919|0.0114615682019|2|2.49435651838e-05|17971|4009.05|661.0|1|5581.52467947|80181|
dubliners.txt|1-gram|t_raw_w_|u'.',)|4040|0.0503860016712|u'the',)|3621|0.0451603247652|u',',)|3484|0.0434516905501|u'and',)|2133|0.0266023122685|u'of',)|1829|0.0228108903606|u'to',)|1728|0.0215512403188|u"''",)|1538|0.0191816016263|u'a',)|1484|0.0185081253664|u'was',)|1162|0.0144922113718|u'he',)|1109|0.0138312068944|4198|0.0523565433207|4040|10.0805883832|1.0|1|94.4790537343|80181|
dubliners.txt|1-gram|t_raw_w_stem|u'the',)|4069|0.0507476833664|u'.',)|4040|0.0503860016712|u',',)|3484|0.0434516905501|u'and',)|2224|0.0277372444844|u'of',)|1862|0.0232224591861|u'to',)|1750|0.0218256195358|u'he',)|1709|0.0213142764495|u'a',)|1573|0.019618114017|u"''",)|1538|0.0191816016263|u'was',)|1170|0.0145919856325|2516|0.0313790050012|4069|14.4731046931|2.0|1|118.497085977|80181|
finnegans-wake.txt|1-gram|t_raw_w_stop|u',',)|19433|0.104407766782|u'.',)|8467|0.0454906891031|u'!',)|4716|0.0253376744786|u'>',)|3411|0.0183262950904|u'<',)|3411|0.0183262950904|u"''",)|2774|0.0149038823163|u'I',)|1573|0.00845126419737|u'?',)|1512|0.00812352922214|u')',)|1335|0.00717256052352|u'(',)|1320|0.00709196995584|51850|0.278574728947|19433|2.92205284393|1.0|1|90.4020747944|186126|
finnegans-wake.txt|1-gram|t_lower_nopunct_s_lengths|231133,)|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
finnegans-wake.txt|1-gram|t_lower_w_stop_stem|u',',)|19433|0.109207287604|u'.',)|8430|0.0473739224259|u'!',)|4716|0.0265024220831|u'>',)|3411|0.019168736583|u'<',)|3411|0.019168736583|u"''",)|2774|0.0155889989098|u'?',)|1512|0.00849695975183|u')',)|1335|0.00750227597136|u'(',)|1320|0.00741798073573|u'\u2014',)|1260|0.0070807997932|38804|0.218066154901|19433|3.59000948212|1.0|1|102.162405334|177946|
finnegans-wake.txt|1-gram|t_raw_s_lengths|2,)|1544|0.106681406757|4,)|1133|0.078283700684|3,)|1053|0.0727561666552|5,)|1033|0.0713742831479|6,)|940|0.0649485248394|8,)|804|0.0555517169903|7,)|784|0.054169833483|9,)|625|0.0431838596006|10,)|542|0.0374490430457|11,)|443|0.0306087196849|73|0.00504387480135|1544|56.3151750973|4.0|1|186.40280503|14473|
finnegans-wake.txt|1-gram|t_lower_w_pos_only|'NN',)|59093|0.2145980259|'IN',)|27894|0.101297908965|'DT',)|20783|0.0754740962937|'JJ',)|20453|0.0742756912618|',',)|19433|0.0705715302543|'.',)|14658|0.0532309725965|'NNS',)|13330|0.0484083002259|'CC',)|11646|0.0422928030331|'PRP',)|9608|0.0348917440788|'RB',)|9438|0.0342743839109|1|3.63153039954e-06|59093|6258.31818182|1782.0|1|10472.0577573|275366|
finnegans-wake.txt|1-gram|t_raw_s_|u'.',)|24|0.00165826020866|u'Mutt.',)|16|0.00110550680578|u'Tip.',)|16|0.00110550680578|u'Jute.',)|15|0.00103641263042|u'.&#160;.&#160;.',)|13|0.000898224279693|u'Why?',)|9|0.000621847578249|u'So.',)|8|0.000552753402888|u'Stop.',)|8|0.000552753402888|u'Hide!',)|8|0.000552753402888|u'Ah ho!',)|7|0.000483659227527|13940|0.963172804533|24|1.02529045055|1.0|1|0.382010025731|14473|
finnegans-wake.txt|1-gram|t_lower_nopunct_s_|u'\n   context  httpschemaorg\n   type  book\n   author  joyce james 18821941\n   datemodified  201|1|1.0|1|1.0|1|1.0|1.0|1|0.0|1|
finnegans-wake.txt|1-gram|t_raw_w_pos_only|'NN',)|45930|0.166773782421|'IN',)|27708|0.100608925829|'NNP',)|25632|0.0930708815808|'DT',)|20653|0.0749919209304|',',)|19433|0.0705620490699|'JJ',)|16416|0.0596071938214|'.',)|14695|0.0533581696641|'NNS',)|11764|0.0427155840713|'CC',)|11570|0.0420111618247|'PRP',)|11092|0.0402755235056|1|3.63104250861e-06|45930|6259.15909091|1724.5|1|9367.34877099|275403|
finnegans-wake.txt|1-gram|t_lower_w_pos|(u',', ','),)|19433|0.0705715302543|(u'the', 'DT'),)|12017|0.0436401008113|(u'and', 'CC'),)|8477|0.0307844831969|(u'.', '.'),)|8430|0.0306138012681|(u'of', 'IN'),)|7108|0.0258129180799|(u'a', 'DT'),)|4727|0.0171662441986|(u'!', '.'),)|4716|0.0171262973642|(u'to', 'TO'),)|4472|0.0162402039467|(u'in', 'IN'),)|3565|0.0129464058744|(u'his', 'PRP$'),)|2952|0.0107202777394|55829|0.202744710676|19433|4.06654360186|1.0|1|113.97110695|275366|
finnegans-wake.txt|1-gram|t_lower_nopunct_w_stop|u'>',)|3411|0.02560849262|u'<',)|3411|0.02560849262|u'span',)|1163|0.00873136233277|u'sup',)|923|0.00692953347648|u'one',)|633|0.00475232360846|u'like',)|559|0.00419675971111|u'old',)|463|0.00347602816859|u'p',)|394|0.00295800237241|u'would',)|354|0.00265769756303|u'o',)|351|0.00263517470232|46514|0.349209447589|3411|2.28336819008|1.0|1|22.5342137572|133198|
finnegans-wake.txt|1-gram|t_lower_nopunct_w_stem|u'the',)|12017|0.0519917104005|u'and',)|8480|0.0366888328365|u'of',)|7110|0.030761509607|u'a',)|4942|0.0213816287592|u'to',)|4472|0.0193481675053|u'in',)|3566|0.0154283464499|u'>',)|3411|0.0147577368874|u'<',)|3411|0.0147577368874|u'his',)|2952|0.0127718672799|u'for',)|2429|0.0105091008207|37811|0.16358979462|12017|4.74342766844|1.0|1|93.0290812829|231133|
finnegans-wake.txt|1-gram|t_lower_nopunct_w_lengths|3,)|51461|0.22264670125|4,)|37660|0.162936491111|2,)|35542|0.153772935929|5,)|24902|0.107738834351|6,)|17928|0.0775657305534|1,)|14870|0.0643352528631|7,)|14672|0.0634786032284|8,)|10936|0.0473147495165|9,)|8088|0.0349928396205|10,)|6194|0.0267984234186|14|6.05711862867e-05|51461|5024.63043478|8.0|1|11219.1006253|231133|
finnegans-wake.txt|1-gram|t_lower_nopunct_w_|u'the',)|12017|0.0519917104005|u'and',)|8476|0.0366715267833|u'of',)|7108|0.0307528565804|u'a',)|4942|0.0213816287592|u'to',)|4471|0.019343840992|u'in',)|3565|0.0154240199366|u'>',)|3411|0.0147577368874|u'<',)|3411|0.0147577368874|u'his',)|2952|0.0127718672799|u'for',)|2424|0.0104874682542|46514|0.201243439924|12017|3.95362720446|1.0|1|84.5813991992|231133|
finnegans-wake.txt|1-gram|t_lower_nopunct_w_stop_stem|u'>',)|3411|0.02560849262|u'<',)|3411|0.02560849262|u'span',)|1165|0.00874637757324|u'sup',)|925|0.00694454871695|u'one',)|686|0.00515022748089|u'like',)|589|0.00442198831814|u'old',)|469|0.00352107389|u'p',)|394|0.00295800237241|u'would',)|355|0.00266520518326|u'o',)|351|0.00263517470232|37840|0.284088349675|3411|2.73585835764|1.0|1|25.1250338936|133198|
